SampleName	HALLMARK.ADIPOGENESIS_BIN	HALLMARK.ALLOGRAFT.REJECTION_BIN	HALLMARK.ANDROGEN.RESPONSE_BIN	HALLMARK.ANGIOGENESIS_BIN	HALLMARK.APICAL.JUNCTION_BIN	HALLMARK.APICAL.SURFACE_BIN	HALLMARK.APOPTOSIS_BIN	HALLMARK.BILE.ACID.METABOLISM_BIN	HALLMARK.CHOLESTEROL.HOMEOSTASIS_BIN	HALLMARK.COAGULATION_BIN	HALLMARK.COMPLEMENT_BIN	HALLMARK.DNA.REPAIR_BIN	HALLMARK.E2F.TARGETS_BIN	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION_BIN	HALLMARK.ESTROGEN.RESPONSE.EARLY_BIN	HALLMARK.ESTROGEN.RESPONSE.LATE_BIN	HALLMARK.FATTY.ACID.METABOLISM_BIN	HALLMARK.G2M.CHECKPOINT_BIN	HALLMARK.GLYCOLYSIS_BIN	HALLMARK.HEDGEHOG.SIGNALING_BIN	HALLMARK.HEME.METABOLISM_BIN	HALLMARK.HYPOXIA_BIN	HALLMARK.IL2.STAT5.SIGNALING_BIN	HALLMARK.IL6.JAK.STAT3.SIGNALING_BIN	HALLMARK.INFLAMMATORY.RESPONSE_BIN	HALLMARK.INTERFERON.ALPHA.RESPONSE_BIN	HALLMARK.INTERFERON.GAMMA.RESPONSE_BIN	HALLMARK.KRAS.SIGNALING.DN_BIN	HALLMARK.KRAS.SIGNALING.UP_BIN	HALLMARK.MITOTIC.SPINDLE_BIN	HALLMARK.MTORC1.SIGNALING_BIN	HALLMARK.MYC.TARGETS.V1_BIN	HALLMARK.MYC.TARGETS.V2_BIN	HALLMARK.MYOGENESIS_BIN	HALLMARK.NOTCH.SIGNALING_BIN	HALLMARK.OXIDATIVE.PHOSPHORYLATION_BIN	HALLMARK.P53.PATHWAY_BIN	HALLMARK.PANCREAS.BETA.CELLS_BIN	HALLMARK.PEROXISOME_BIN	HALLMARK.PI3K.AKT.MTOR.SIGNALING_BIN	HALLMARK.PROTEIN.SECRETION_BIN	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY_BIN	HALLMARK.SPERMATOGENESIS_BIN	HALLMARK.TGF.BETA.SIGNALING_BIN	HALLMARK.TNFA.SIGNALING.VIA.NFKB_BIN	HALLMARK.UNFOLDED.PROTEIN.RESPONSE_BIN	HALLMARK.UV.RESPONSE.DN_BIN	HALLMARK.UV.RESPONSE.UP_BIN	HALLMARK.WNT.BETA.CATENIN.SIGNALING_BIN	HALLMARK.XENOBIOTIC.METABOLISM_BIN
Gide_Cell_2019.iP26.ar.904	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Gide_Cell_2019.iP27.ar.905	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP27.ar.906	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP32.ar.907	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Gide_Cell_2019.iP33.ar.908	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP33.ar.909	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP34.ar.910	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.iP35.ar.911	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.iP35.ar.912	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.iP36.ar.913	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP36.ar.914	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP37.ar.915	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP38.ar.916	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.iP44.ar.918	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.iP45.ar.919	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.iP46.ar.920	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.iP47.ar.921	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.iP49.ar.922	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.iP50.ar.923	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.PD02.ar.941	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.PD03.ar.949	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
Gide_Cell_2019.PD04.ar.564	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Gide_Cell_2019.PD05.ar.968	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.PD06.ar.973	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Gide_Cell_2019.PD07.ar.974	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian
